town,#rooms,storey_range_processed,floor_area_sqm,flat_model,remaining_lease
KALLANG/WHAMPOA,4,3,89,Model A,94
KALLANG/WHAMPOA,4,3,90,Model A,88
KALLANG/WHAMPOA,4,6,89,Model A,94
KALLANG/WHAMPOA,4,10,95,Model A,86
KALLANG/WHAMPOA,5,3,118,Improved,67
KALLANG/WHAMPOA,5,7,114,Standard,58
KALLANG/WHAMPOA,5,7,117,Standard,56
KALLANG/WHAMPOA,5,2,122,Improved,80
KALLANG/WHAMPOA,5,5,110,Improved,86
KALLANG/WHAMPOA,5,2,115,DBSS,93
KALLANG/WHAMPOA,5,9,119,DBSS,93
KALLANG/WHAMPOA,6,2,150,Maisonette,66
MARINE PARADE,3,1,65,Improved,58
MARINE PARADE,3,4,76,Improved,57
MARINE PARADE,4,4,88,Improved,57
MARINE PARADE,4,3,87,Improved,58
PASIR RIS,3,2,66,Improved,63
PASIR RIS,4,1,105,Model A,78
PASIR RIS,4,1,105,Model A,78
PASIR RIS,4,1,104,Model A,78
PASIR RIS,4,2,103,Model A,72
PASIR RIS,4,4,104,Model A,77
PASIR RIS,4,2,104,Model A,78
PASIR RIS,4,1,103,Model A,71
PASIR RIS,4,2,105,Model A,71
PASIR RIS,4,4,104,Model A,78
PASIR RIS,4,2,103,Model A,71
PASIR RIS,4,4,103,Model A,71
PASIR RIS,4,3,113,Model A,71
PASIR RIS,4,2,108,Model A,75
PASIR RIS,4,3,104,Model A,74
PASIR RIS,4,3,106,Model A,75
PASIR RIS,4,3,108,Model A,77
PASIR RIS,4,5,111,Model A,78
PASIR RIS,4,3,105,Model A,71
PASIR RIS,4,5,108,Model A,75
PASIR RIS,5,1,124,Improved,75
PASIR RIS,5,2,123,Improved,74
PASIR RIS,5,2,120,Improved,72
PASIR RIS,5,2,126,Improved,75
PASIR RIS,5,2,126,Improved,78
PASIR RIS,5,2,127,Improved,78
PASIR RIS,5,2,127,Improved,75
PASIR RIS,5,2,125,Improved,75
PASIR RIS,5,4,121,Improved,77
PASIR RIS,5,4,123,Improved,75
PASIR RIS,5,3,121,Improved,74
PASIR RIS,5,3,128,Improved,75
PASIR RIS,5,4,131,Improved,71
PASIR RIS,6,4,147,Apartment,75
PASIR RIS,6,1,155,Maisonette,71
PASIR RIS,6,4,161,Apartment,75
PASIR RIS,6,4,146,Maisonette,70
PASIR RIS,6,2,165,Maisonette,74
PUNGGOL,4,4,85,Model A,86
PUNGGOL,4,3,91,Premium Apartment,85
PUNGGOL,4,3,91,Model A,85
PUNGGOL,4,5,90,Model A,85
PUNGGOL,4,1,92,Model A,95
PUNGGOL,4,1,90,Premium Apartment,89
PUNGGOL,4,4,92,Premium Apartment,91
PUNGGOL,4,1,97,Premium Apartment,95
PUNGGOL,4,4,90,Premium Apartment,89
PUNGGOL,4,1,93,Model A,94
PUNGGOL,4,2,92,Model A,94
PUNGGOL,4,6,91,Premium Apartment,85
PUNGGOL,4,2,93,Model A,94
PUNGGOL,4,3,93,Model A,94
PUNGGOL,4,2,93,Premium Apartment,95
PUNGGOL,4,3,93,Model A,94
PUNGGOL,4,6,97,Model A,94
PUNGGOL,4,5,94,Model A,94
PUNGGOL,4,5,93,Premium Apartment,95
PUNGGOL,4,2,93,Premium Apartment,94
PUNGGOL,4,1,97,Premium Apartment,95
PUNGGOL,4,4,99,Premium Apartment,95
PUNGGOL,4,5,98,Premium Apartment,95
PUNGGOL,4,3,98,Premium Apartment,95
PUNGGOL,4,5,99,Premium Apartment,95
PUNGGOL,4,3,93,Premium Apartment,95
PUNGGOL,4,5,97,Premium Apartment,95
PUNGGOL,4,5,93,Premium Apartment,93
PUNGGOL,4,6,97,Model A,94
PUNGGOL,4,5,94,Model A,94
PUNGGOL,5,1,110,Improved,86
PUNGGOL,5,1,110,Improved,86
PUNGGOL,5,2,111,Premium Apartment,87
PUNGGOL,5,3,112,Premium Apartment,85
PUNGGOL,5,2,114,Premium Apartment,86
PUNGGOL,5,4,110,Improved,85
PUNGGOL,5,5,110,Improved,85
PUNGGOL,5,5,112,Improved,84
PUNGGOL,5,5,110,Improved,85
PUNGGOL,5,6,110,Improved,85
PUNGGOL,5,4,110,Improved,85
PUNGGOL,5,4,110,Improved,85
PUNGGOL,5,4,110,Improved,86
PUNGGOL,5,6,110,Improved,86
PUNGGOL,5,3,114,Premium Apartment,86
PUNGGOL,5,5,114,Premium Apartment,86
PUNGGOL,5,3,113,Premium Apartment,95
PUNGGOL,5,4,110,Premium Apartment,85
PUNGGOL,5,3,118,Premium Apartment,95
PUNGGOL,5,4,110,Premium Apartment,85
PUNGGOL,5,6,118,Premium Apartment,95
PUNGGOL,5,2,116,Premium Apartment,95
PUNGGOL,5,4,114,Premium Apartment,95
PUNGGOL,5,3,113,Premium Apartment,95
PUNGGOL,5,1,115,Premium Apartment,95
PUNGGOL,5,5,113,Premium Apartment,95
PUNGGOL,5,6,110,Improved,86
QUEENSTOWN,3,1,60,Standard,49
QUEENSTOWN,3,3,60,Improved,52
QUEENSTOWN,3,3,67,Improved,52
QUEENSTOWN,3,2,60,Standard,49
QUEENSTOWN,3,4,60,Improved,52
QUEENSTOWN,3,3,60,Standard,51
QUEENSTOWN,3,2,60,Standard,49
QUEENSTOWN,3,4,67,Standard,51
QUEENSTOWN,3,6,60,Standard,49
QUEENSTOWN,3,5,60,Standard,49
QUEENSTOWN,3,3,65,Improved,58
QUEENSTOWN,3,4,65,Improved,57
QUEENSTOWN,3,5,60,Improved,52
QUEENSTOWN,3,2,65,Improved,58
QUEENSTOWN,3,3,65,Improved,58
QUEENSTOWN,3,6,59,Improved,56
QUEENSTOWN,3,2,69,Standard,49
QUEENSTOWN,4,2,82,Improved,56
QUEENSTOWN,4,2,85,Model A,82
QUEENSTOWN,4,7,88,Improved,57
QUEENSTOWN,4,2,88,Improved,56
QUEENSTOWN,4,10,92,Model A,95
QUEENSTOWN,4,6,90,Model A,88
QUEENSTOWN,4,4,103,Model A,78
QUEENSTOWN,5,5,117,Standard,59
QUEENSTOWN,5,2,119,Standard,57
QUEENSTOWN,5,7,111,Improved,85
QUEENSTOWN,5,7,110,Improved,88
SEMBAWANG,4,1,86,Model A2,82
SEMBAWANG,4,2,100,Model A,81
SEMBAWANG,4,1,100,Model A,81
SEMBAWANG,4,4,91,Model A,83
SEMBAWANG,4,2,96,Model A,92
SEMBAWANG,4,4,102,Premium Apartment,83
SEMBAWANG,4,4,90,Model A,83
SEMBAWANG,4,2,96,Premium Apartment,83
SEMBAWANG,4,5,95,Premium Apartment,83
SEMBAWANG,4,5,101,Model A,81
SEMBAWANG,5,2,110,Improved,83
SEMBAWANG,5,3,121,Improved,81
SEMBAWANG,5,3,116,Improved,81
SEMBAWANG,5,4,110,Premium Apartment,83
SEMBAWANG,5,2,110,Improved,84
SEMBAWANG,5,4,120,Improved,80
SEMBAWANG,5,3,110,Improved,83
SEMBAWANG,5,4,110,Improved,84
SEMBAWANG,5,4,110,Improved,83
SEMBAWANG,6,2,141,Apartment,80
SEMBAWANG,6,3,125,Apartment,84
SEMBAWANG,6,2,139,Apartment,81
SEMBAWANG,6,3,139,Apartment,81
SENGKANG,2,7,50,Model A,94
SENGKANG,3,4,69,Model A,94
SENGKANG,3,4,67,Model A,94
SENGKANG,3,5,67,Model A,94
SENGKANG,3,4,68,Model A,95
SENGKANG,3,6,68,Model A,95
SENGKANG,4,1,90,Model A,84
SENGKANG,4,1,90,Model A2,81
SENGKANG,4,5,85,Model A2,82
SENGKANG,4,4,85,Model A2,85
SENGKANG,4,1,90,Model A,85
SENGKANG,4,3,85,Model A2,85
SENGKANG,4,2,89,Model A2,81
SENGKANG,4,1,90,Premium Apartment,85
SENGKANG,4,2,85,Model A2,85
SENGKANG,4,2,85,Model A2,85
SENGKANG,4,2,101,Model A,81
SENGKANG,4,1,100,Model A,81
SENGKANG,4,2,90,Model A,82
SENGKANG,4,1,93,Premium Apartment,86
SENGKANG,4,4,85,Model A2,83
SENGKANG,4,3,101,Model A,81
SENGKANG,4,1,90,Model A,82
SENGKANG,4,4,102,Model A,81
SENGKANG,4,5,91,Model A,84
SENGKANG,4,4,92,Model A,83
SENGKANG,4,1,93,Model A,95
SENGKANG,4,2,93,Model A,95
SENGKANG,4,3,101,Model A,81
SENGKANG,4,5,90,Model A,83
SENGKANG,4,5,92,Model A,93
SENGKANG,4,4,102,Model A,81
SENGKANG,4,5,101,Model A,81
SENGKANG,4,4,94,Premium Apartment,95
SENGKANG,4,2,93,Model A,95
SENGKANG,4,5,95,Premium Apartment,94
SENGKANG,4,6,92,Model A,94
SENGKANG,4,2,91,Premium Apartment,88
SENGKANG,4,3,94,Model A,94
SENGKANG,4,2,93,Model A,95
SENGKANG,4,5,95,Model A,95
SENGKANG,4,4,98,Premium Apartment,94
SENGKANG,4,6,96,Model A,92
SENGKANG,4,9,96,Premium Apartment,94
SENGKANG,4,6,100,Premium Apartment,94
SENGKANG,4,3,95,Premium Apartment,94
SENGKANG,4,4,93,Model A,95
SENGKANG,4,5,95,Model A,95
SENGKANG,4,2,93,Model A,95
SENGKANG,4,4,92,Premium Apartment,90
SENGKANG,4,2,90,Premium Apartment,91
SENGKANG,4,3,90,Premium Apartment,91
SENGKANG,4,2,93,Premium Apartment,92
SENGKANG,4,3,90,Premium Apartment,91
SENGKANG,4,6,90,Premium Apartment,91
SENGKANG,5,1,110,Improved,83
SENGKANG,5,1,112,Premium Apartment,84
SENGKANG,5,3,110,Improved,82
SENGKANG,5,3,110,Improved,84
SENGKANG,5,1,110,Improved,84
SENGKANG,5,5,115,Improved,82
SENGKANG,5,5,123,Improved,81
SENGKANG,5,6,110,Improved,84
SENGKANG,5,4,115,Improved,82
SENGKANG,5,6,110,Improved,83
SENGKANG,5,3,110,Improved,84
SENGKANG,5,4,113,Premium Apartment,83
SENGKANG,5,3,114,Premium Apartment,83
SENGKANG,5,4,110,Improved,83
SENGKANG,5,6,110,Premium Apartment,86
SENGKANG,5,3,121,Improved,80
SENGKANG,5,5,121,Improved,80
SENGKANG,5,4,110,Improved,84
SENGKANG,5,3,113,Premium Apartment,95
SENGKANG,6,2,128,Apartment,83
SENGKANG,6,3,130,Apartment,83
SENGKANG,6,3,142,Premium Apartment,83
SENGKANG,6,5,134,Premium Apartment,83
SENGKANG,6,3,131,Apartment,82
SENGKANG,6,3,141,Premium Apartment,83
SENGKANG,6,4,130,Apartment,83
SERANGOON,3,2,67,New Generation,67
SERANGOON,3,1,73,Improved,60
SERANGOON,3,4,67,New Generation,66
SERANGOON,3,1,64,Improved,60
SERANGOON,3,1,73,New Generation,67
SERANGOON,3,3,67,New Generation,66
SERANGOON,3,4,73,Improved,65
SERANGOON,4,2,93,New Generation,67
SERANGOON,4,1,83,Simplified,69
SERANGOON,4,2,91,New Generation,67
SERANGOON,4,1,99,New Generation,67
SERANGOON,4,2,95,New Generation,67
SERANGOON,4,1,105,Model A,71
SERANGOON,4,2,109,Model A,71
SERANGOON,4,4,103,Model A,71
SERANGOON,4,3,109,Model A,71
SERANGOON,6,2,145,Apartment,74
SERANGOON,6,3,147,Maisonette,74
SERANGOON,6,3,153,Apartment,74
SERANGOON,6,2,156,Maisonette,74
TAMPINES,2,1,45,Model A,94
TAMPINES,3,1,60,Improved,67
TAMPINES,3,2,68,New Generation,66
TAMPINES,3,1,69,Improved,67
TAMPINES,3,3,64,Simplified,69
TAMPINES,3,3,64,Simplified,67
TAMPINES,3,2,67,New Generation,69
TAMPINES,3,1,75,Model A,65
TAMPINES,3,2,67,New Generation,67
TAMPINES,3,3,74,Model A,66
TAMPINES,3,1,74,Model A,69
TAMPINES,3,1,83,New Generation,69
TAMPINES,3,2,73,Model A,65
TAMPINES,3,2,74,Model A,66
TAMPINES,3,2,74,Model A,69
TAMPINES,3,2,73,Model A,66
TAMPINES,3,2,79,Model A,67
TAMPINES,3,1,83,New Generation,69
TAMPINES,3,4,73,Model A,66
TAMPINES,3,3,73,Model A,66
TAMPINES,3,3,75,Model A,67
TAMPINES,3,3,65,Model A,94
TAMPINES,4,4,84,Simplified,70
TAMPINES,4,1,100,Model A,79
TAMPINES,4,4,104,Model A,71
TAMPINES,4,1,100,Model A,79
TAMPINES,4,2,84,Simplified,66
TAMPINES,4,1,109,Model A,71
TAMPINES,4,4,107,Model A,75
TAMPINES,4,2,104,Model A,71
TAMPINES,4,3,103,Model A,66
TAMPINES,4,2,105,Model A,67
TAMPINES,4,2,105,Model A,67
TAMPINES,4,2,89,Simplified,67
TAMPINES,4,4,91,New Generation,67
TAMPINES,4,1,107,Model A,75
TAMPINES,4,2,105,Model A,64
TAMPINES,4,1,100,New Generation,68
TAMPINES,4,1,104,Model A,79
TAMPINES,4,3,106,Premium Apartment,79
TAMPINES,4,4,84,Simplified,68
TAMPINES,4,2,99,Model A,79
TAMPINES,4,4,104,Model A,66
TAMPINES,4,4,89,Simplified,67
TAMPINES,4,2,102,Premium Apartment,78
TAMPINES,4,2,107,Premium Apartment,78
TAMPINES,4,3,103,Model A,79
TAMPINES,4,4,103,Model A,79
TAMPINES,4,3,103,Model A,79
TAMPINES,4,1,104,Model A,70
TAMPINES,4,4,103,Model A,79
TAMPINES,4,4,104,Model A,70
TAMPINES,4,1,105,Model A,79
TAMPINES,4,3,103,Model A,66
TAMPINES,5,4,128,Improved,75
TAMPINES,5,1,133,Model A,75
TAMPINES,5,2,120,Improved,79
TAMPINES,5,1,121,Improved,67
TAMPINES,5,2,120,Improved,79
TAMPINES,5,3,127,Improved,75
TAMPINES,5,4,122,Improved,75
TAMPINES,5,2,121,Improved,67
TAMPINES,5,2,125,Premium Apartment,79
TAMPINES,5,5,122,Improved,80
TAMPINES,5,1,122,Improved,70
TAMPINES,5,5,119,Improved,79
TAMPINES,5,4,120,Improved,79
TAMPINES,5,4,131,Improved,71
TAMPINES,5,5,120,Improved,79
TAMPINES,5,2,122,Improved,71
TAMPINES,5,3,121,Improved,67
TAMPINES,5,4,122,Improved,71
TAMPINES,5,4,109,DBSS,90
TAMPINES,5,5,114,DBSS,90
TAMPINES,6,1,142,Apartment,75
TAMPINES,6,2,139,Premium Apartment,78
TAMPINES,6,1,146,Apartment,70
TAMPINES,6,4,139,Premium Apartment,78
TAMPINES,6,1,143,Apartment,75
TAMPINES,6,4,148,Apartment,78
TAMPINES,6,2,146,Maisonette,69
TAMPINES,6,3,146,Apartment,77
TOA PAYOH,2,3,43,Standard,49
TOA PAYOH,3,4,66,Improved,52
TOA PAYOH,3,1,64,Standard,51
TOA PAYOH,3,1,65,Improved,54
TOA PAYOH,3,2,66,Improved,52
TOA PAYOH,3,3,66,Improved,52
TOA PAYOH,3,2,67,Improved,52
TOA PAYOH,3,2,67,Improved,53
TOA PAYOH,3,3,67,New Generation,66
TOA PAYOH,3,1,65,Improved,64
TOA PAYOH,3,4,67,Improved,52
TOA PAYOH,3,1,65,Improved,49
TOA PAYOH,3,2,65,Improved,58
TOA PAYOH,3,4,65,Improved,64
TOA PAYOH,3,3,68,Improved,52
TOA PAYOH,3,3,67,Improved,52
TOA PAYOH,3,3,68,Improved,50
TOA PAYOH,3,1,74,Model A,66
TOA PAYOH,3,1,74,Model A,66
TOA PAYOH,3,3,67,Improved,53
TOA PAYOH,3,4,74,Model A,66
TOA PAYOH,4,2,103,Model A,66
TOA PAYOH,4,1,91,Model A,84
TOA PAYOH,4,2,103,Model A,79
TOA PAYOH,4,8,101,Model A,84
TOA PAYOH,4,4,91,Model A,84
TOA PAYOH,4,4,91,Model A,88
TOA PAYOH,4,13,75,Model A,91
TOA PAYOH,4,6,91,Model A,91
TOA PAYOH,5,7,117,Standard,58
TOA PAYOH,5,3,115,Improved,83
TOA PAYOH,5,8,122,Improved,79
TOA PAYOH,6,1,161,Maisonette,66
WOODLANDS,3,2,67,New Generation,59
WOODLANDS,3,2,73,New Generation,59
WOODLANDS,3,1,65,Improved,56
WOODLANDS,3,1,72,New Generation,67
WOODLANDS,4,5,91,New Generation,62
WOODLANDS,4,2,91,Model A2,80
WOODLANDS,4,2,90,Model A,84
WOODLANDS,4,4,84,Simplified,78
WOODLANDS,4,1,91,New Generation,62
WOODLANDS,4,3,84,Simplified,78
WOODLANDS,4,3,104,Model A,64
WOODLANDS,4,3,91,New Generation,69
WOODLANDS,4,4,84,Simplified,75
WOODLANDS,4,1,102,Model A,79
WOODLANDS,4,1,92,New Generation,67
WOODLANDS,4,2,102,Model A,79
WOODLANDS,4,5,106,Model A,78
WOODLANDS,4,1,103,Model A,75
WOODLANDS,4,2,91,Model A,82
WOODLANDS,4,3,84,Simplified,71
WOODLANDS,4,5,100,Model A,80
WOODLANDS,4,1,91,Model A,82
WOODLANDS,4,4,91,New Generation,69
WOODLANDS,4,1,106,Model A,78
WOODLANDS,4,3,90,Model A2,81
WOODLANDS,4,1,103,Premium Apartment,82
WOODLANDS,4,2,102,Model A,81
WOODLANDS,4,2,101,Model A,80
WOODLANDS,4,4,90,Model A,83
WOODLANDS,4,3,101,Model A,82
WOODLANDS,4,1,91,Model A,83
WOODLANDS,4,2,101,Model A,79
WOODLANDS,4,2,98,New Generation,67
WOODLANDS,4,2,101,Model A,78
WOODLANDS,4,3,102,Model A,80
WOODLANDS,4,3,99,Model A2,79
WOODLANDS,4,3,104,Model A,75
WOODLANDS,4,1,101,Model A,79
WOODLANDS,4,2,100,Model A,78
WOODLANDS,4,3,99,Model A,79
WOODLANDS,4,4,101,Model A,79
WOODLANDS,4,4,102,Premium Apartment,82
WOODLANDS,4,2,105,Model A,78
WOODLANDS,4,3,101,Model A,80
WOODLANDS,4,3,105,Model A,78
WOODLANDS,4,4,107,Premium Apartment,81
WOODLANDS,4,3,107,Premium Apartment,81
WOODLANDS,4,3,107,Premium Apartment,81
WOODLANDS,5,1,115,Standard,59
WOODLANDS,5,3,120,Improved,79
WOODLANDS,5,3,119,Improved,78
WOODLANDS,5,2,111,Improved,83
WOODLANDS,5,2,120,Premium Apartment,82
WOODLANDS,5,4,125,Improved,67
WOODLANDS,5,2,122,Improved,79
WOODLANDS,5,3,114,Premium Apartment,85
WOODLANDS,5,4,138,Model A,78
WOODLANDS,5,2,115,Improved,82
WOODLANDS,5,2,119,Improved,79
WOODLANDS,5,1,125,Premium Apartment,82
WOODLANDS,5,1,123,Improved,80
WOODLANDS,5,4,110,Improved,82
WOODLANDS,5,4,122,Improved,80
WOODLANDS,5,2,123,Improved,71
WOODLANDS,5,3,119,Improved,79
WOODLANDS,5,1,123,Improved,80
WOODLANDS,5,2,121,Improved,80
WOODLANDS,5,2,129,Premium Apartment,82
WOODLANDS,5,3,124,Improved,80
WOODLANDS,5,4,115,Improved,82
WOODLANDS,5,2,115,Improved,82
WOODLANDS,5,4,117,Premium Apartment,82
WOODLANDS,5,4,121,Improved,79
WOODLANDS,5,3,121,Premium Apartment,82
WOODLANDS,5,4,122,Improved,79
WOODLANDS,5,4,125,Premium Apartment,81
WOODLANDS,5,3,121,Improved,71
WOODLANDS,6,1,141,Apartment,80
WOODLANDS,6,2,145,Apartment,78
WOODLANDS,6,1,140,Apartment,78
WOODLANDS,6,2,144,Maisonette,78
WOODLANDS,6,4,147,Premium Apartment,81
WOODLANDS,6,4,145,Maisonette,78
YISHUN,2,2,47,Model A,94
YISHUN,3,2,64,Simplified,69
YISHUN,3,3,64,Simplified,69
YISHUN,3,2,64,Simplified,74
YISHUN,3,4,67,New Generation,66
YISHUN,3,3,64,Simplified,74
YISHUN,3,3,64,Simplified,69
YISHUN,3,3,74,Model A,68
YISHUN,3,3,64,Simplified,69
YISHUN,3,1,74,Model A,65
YISHUN,3,1,67,New Generation,67
YISHUN,3,2,74,Model A,71
YISHUN,3,4,67,New Generation,67
YISHUN,3,4,82,New Generation,66
YISHUN,3,1,81,New Generation,64
YISHUN,3,2,73,Model A,70
YISHUN,3,2,60,Model A,81
YISHUN,3,2,68,New Generation,67
YISHUN,3,3,67,New Generation,68
YISHUN,3,4,74,Model A,71
YISHUN,3,3,67,Model A,95
YISHUN,3,3,67,Model A,95
YISHUN,3,2,68,New Generation,67
YISHUN,3,2,74,Model A,70
YISHUN,4,2,83,Simplified,69
YISHUN,4,2,84,Simplified,69
YISHUN,4,2,84,Simplified,70
YISHUN,4,3,84,Simplified,69
YISHUN,4,1,84,Simplified,67
YISHUN,4,3,84,Simplified,67
YISHUN,4,1,104,Model A,70
YISHUN,4,4,84,Simplified,69
YISHUN,4,4,84,Simplified,70
YISHUN,4,1,91,New Generation,74
YISHUN,4,1,104,Model A,70
YISHUN,4,4,91,New Generation,74
YISHUN,4,3,84,Simplified,69
YISHUN,4,3,104,Model A,70
YISHUN,4,1,91,New Generation,67
YISHUN,4,4,105,Model A,77
YISHUN,4,2,93,New Generation,67
YISHUN,4,4,104,Model A,68
YISHUN,4,1,92,Model A,94
YISHUN,4,3,105,Model A,71
YISHUN,4,2,84,Simplified,67
YISHUN,4,3,104,Model A,70
YISHUN,4,3,93,New Generation,66
YISHUN,4,2,92,Model A,94
YISHUN,4,1,103,Model A,70
YISHUN,4,3,104,Model A,70
YISHUN,4,4,93,New Generation,67
YISHUN,4,2,105,Model A,70
YISHUN,4,3,93,Model A,95
YISHUN,4,2,96,Model A,94
YISHUN,5,1,121,Improved,67
YISHUN,5,2,122,Improved,69
YISHUN,5,1,121,Improved,69
YISHUN,5,2,131,Improved,69
YISHUN,5,1,121,Improved,67
YISHUN,5,3,123,Improved,75
YISHUN,5,4,121,Improved,69
YISHUN,5,3,122,Improved,70
YISHUN,5,1,141,Model A,74
YISHUN,5,4,122,Improved,69
YISHUN,6,4,142,Apartment,70
YISHUN,6,3,142,Apartment,70
YISHUN,6,2,142,Apartment,69
YISHUN,6,2,146,Maisonette,70
YISHUN,6,1,164,Apartment,74
YISHUN,6,3,163,Adjoined flat,66
ANG MO KIO,2,2,44,Improved,59
ANG MO KIO,2,3,44,Improved,62
ANG MO KIO,2,3,44,Improved,59
ANG MO KIO,3,1,68,New Generation,63
ANG MO KIO,3,2,67,New Generation,62
ANG MO KIO,3,2,67,New Generation,62
ANG MO KIO,3,4,67,New Generation,59
ANG MO KIO,3,1,73,New Generation,61
ANG MO KIO,3,3,67,New Generation,60
ANG MO KIO,3,1,68,New Generation,66
ANG MO KIO,3,3,68,New Generation,62
ANG MO KIO,3,4,67,New Generation,62
ANG MO KIO,3,3,68,New Generation,61
ANG MO KIO,3,1,73,New Generation,59
ANG MO KIO,3,3,67,New Generation,60
ANG MO KIO,3,4,67,New Generation,60
ANG MO KIO,3,2,67,New Generation,60
ANG MO KIO,3,2,67,New Generation,61
ANG MO KIO,3,2,74,New Generation,60
ANG MO KIO,3,4,68,New Generation,62
ANG MO KIO,3,2,73,New Generation,60
ANG MO KIO,3,4,73,New Generation,59
ANG MO KIO,3,3,73,New Generation,60
ANG MO KIO,3,2,70,Model A,94
ANG MO KIO,3,1,88,New Generation,59
ANG MO KIO,3,2,70,Model A,94
ANG MO KIO,4,3,92,New Generation,62
ANG MO KIO,4,1,93,New Generation,66
ANG MO KIO,4,1,98,New Generation,60
ANG MO KIO,4,1,97,New Generation,59
ANG MO KIO,4,3,92,New Generation,62
ANG MO KIO,4,1,102,Model A,75
ANG MO KIO,4,3,93,New Generation,62
ANG MO KIO,4,3,92,New Generation,60
ANG MO KIO,4,4,95,Model A,83
ANG MO KIO,4,3,91,Model A,84
ANG MO KIO,4,6,91,Model A,84
ANG MO KIO,4,9,90,Model A,84
ANG MO KIO,5,9,120,Improved,61
ANG MO KIO,5,5,119,Improved,62
ANG MO KIO,5,7,138,Model A,76
BEDOK,2,3,45,Improved,67
BEDOK,2,1,45,Improved,68
BEDOK,3,1,60,Improved,68
BEDOK,3,1,67,New Generation,59
BEDOK,3,5,59,Improved,60
BEDOK,3,2,65,Improved,57
BEDOK,3,3,60,Improved,67
BEDOK,3,2,68,New Generation,62
BEDOK,3,1,65,Improved,54
BEDOK,3,1,67,New Generation,67
BEDOK,3,2,68,New Generation,61
BEDOK,3,2,67,New Generation,60
BEDOK,3,3,70,Improved,60
BEDOK,3,3,68,New Generation,63
BEDOK,3,2,67,New Generation,67
BEDOK,3,3,68,New Generation,63
BEDOK,3,1,73,New Generation,59
BEDOK,3,3,65,Improved,59
BEDOK,3,1,67,New Generation,60
BEDOK,3,3,68,New Generation,61
BEDOK,3,4,68,New Generation,61
BEDOK,3,4,67,New Generation,60
BEDOK,3,3,68,New Generation,63
BEDOK,3,2,67,New Generation,67
BEDOK,3,2,67,New Generation,68
BEDOK,3,6,68,New Generation,61
BEDOK,3,3,81,New Generation,59
BEDOK,3,1,82,New Generation,62
BEDOK,3,2,68,New Generation,62
BEDOK,3,4,82,New Generation,61
BEDOK,3,1,82,New Generation,61
BEDOK,3,1,73,New Generation,61
BEDOK,3,3,68,New Generation,60
BEDOK,3,2,69,Model A,92
BEDOK,4,4,90,Improved,59
BEDOK,4,1,84,Improved,59
BEDOK,4,1,92,New Generation,61
BEDOK,4,1,84,Simplified,70
BEDOK,4,3,84,Simplified,67
BEDOK,4,3,102,New Generation,63
BEDOK,4,2,93,New Generation,63
BEDOK,4,5,84,Improved,59
BEDOK,4,2,92,New Generation,61
BEDOK,4,2,92,New Generation,60
BEDOK,4,1,92,New Generation,62
BEDOK,4,2,91,New Generation,64
BEDOK,4,5,91,New Generation,63
BEDOK,4,2,84,Simplified,70
BEDOK,4,1,104,Model A,75
BEDOK,4,4,84,Simplified,67
BEDOK,4,3,104,Model A,75
BEDOK,4,1,105,Premium Apartment,82
BEDOK,4,3,108,Model A,78
BEDOK,4,6,105,Premium Apartment,82
BEDOK,4,4,92,Model A,87
BEDOK,4,6,92,Model A,87
BEDOK,4,2,92,Model A,87
BEDOK,4,4,84,Simplified,67
BEDOK,5,2,121,Improved,67
BEDOK,5,4,121,Improved,64
BEDOK,5,4,121,Improved,63
BEDOK,5,1,121,Improved,80
BEDOK,5,4,121,Improved,64
BEDOK,5,5,121,Improved,63
BEDOK,5,4,117,Standard,60
BEDOK,5,2,134,Adjoined flat,66
BEDOK,5,5,115,Premium Apartment,82
BEDOK,5,2,120,Standard,59
BEDOK,5,7,122,Improved,62
BEDOK,5,8,118,Standard,60
BEDOK,6,3,141,Apartment,77
BISHAN,3,1,64,Simplified,70
BISHAN,3,3,64,Simplified,68
BISHAN,3,2,67,New Generation,66
BISHAN,4,3,84,Simplified,69
BISHAN,4,4,84,Simplified,68
BISHAN,4,4,84,Simplified,67
BISHAN,4,2,103,Model A,74
BISHAN,4,3,105,Model A,74
BISHAN,4,3,105,Model A,72
BISHAN,4,4,103,Model A,74
BISHAN,4,5,104,Model A,74
BISHAN,4,2,102,Premium Apartment,80
BISHAN,4,3,104,Model A,74
BISHAN,4,5,103,Model A,74
BISHAN,4,3,114,Model A,74
BISHAN,4,5,95,DBSS,93
BISHAN,4,8,95,DBSS,93
BISHAN,4,9,95,DBSS,93
BISHAN,5,1,121,Improved,66
BISHAN,5,3,136,Model A,74
BISHAN,5,2,125,Improved,71
BISHAN,5,3,121,Improved,70
BISHAN,5,1,121,Improved,68
BISHAN,5,7,120,Improved,68
BISHAN,5,5,121,Improved,68
BISHAN,5,5,123,Premium Apartment,80
BISHAN,5,4,121,Improved,66
BISHAN,5,7,123,Premium Apartment,80
BISHAN,5,2,133,Model A,74
BISHAN,5,6,121,Premium Apartment,80
BISHAN,5,1,120,DBSS,93
BISHAN,5,1,120,DBSS,93
BISHAN,5,14,120,DBSS,93
BISHAN,6,1,144,Maisonette,70
BISHAN,6,1,144,Maisonette,70
BUKIT BATOK,3,3,74,Model A,66
BUKIT BATOK,3,1,69,Improved,70
BUKIT BATOK,3,3,60,Improved,70
BUKIT BATOK,3,2,68,New Generation,67
BUKIT BATOK,3,1,67,New Generation,66
BUKIT BATOK,3,1,69,New Generation,67
